,cubic,orthorhombic,tetragonal,rhombohedral
cubic,0.3384615384615385,0.06666666666666667,0.0,0.0
orthorhombic,0.046153846153846156,0.441025641025641,0.005128205128205128,0.005128205128205128
tetragonal,0.015384615384615385,0.015384615384615385,0.005128205128205128,0.0
rhombohedral,0.0,0.046153846153846156,0.005128205128205128,0.010256410256410256
