,cubic,orthorhombic,tetragonal,rhombohedral
cubic,0.31794871794871793,0.05128205128205128,0.0,0.0
orthorhombic,0.08205128205128205,0.4512820512820513,0.005128205128205128,0.005128205128205128
tetragonal,0.010256410256410256,0.020512820512820513,0.0,0.005128205128205128
rhombohedral,0.005128205128205128,0.035897435897435895,0.0,0.010256410256410256
