,cubic,orthorhombic,tetragonal,rhombohedral
cubic,0.30256410256410254,0.06666666666666667,0.0,0.0
orthorhombic,0.07692307692307693,0.4512820512820513,0.005128205128205128,0.010256410256410256
tetragonal,0.010256410256410256,0.020512820512820513,0.0,0.005128205128205128
rhombohedral,0.005128205128205128,0.035897435897435895,0.0,0.010256410256410256
