,v(A),r(AXII)(Å),r(AVI)(Å),EN(A),EN(B),l(A-O)(Å),l(B-O)(Å),tG,τ,μ,Lowest distortion
106,0.5,0.41836734693877575,0.3142857142857143,0.5844155844155844,0.31746031746031744,0.31406258422542743,0.28435861088835823,0.36482397538811595,0.5472524903742179,0.25000000175000014,rhombohedral
107,0.5,0.41836734693877575,0.3142857142857143,0.5844155844155844,0.0793650793650793,0.31406258422542743,0.6884288181575071,0.24190480457781138,0.603303956333012,0.45000000105000004,cubic
108,0.5,0.41836734693877575,0.3142857142857143,0.5844155844155844,0.3492063492063493,0.31406258422542743,0.2453694462622944,0.4804046852823993,0.5424517863322891,0.07500000192500011,orthorhombic
109,0.5,0.41836734693877575,0.3142857142857143,0.5844155844155844,0.2222222222222221,0.31406258422542743,0.4068646050763527,0.060478258117171446,0.8414779422146821,0.7750000012250005,orthorhombic
110,0.5,0.41836734693877575,0.3142857142857143,0.5844155844155844,0.4206349206349207,0.31406258422542743,0.01674736976001112,0.5324410228906733,0.5526753076508244,0.0,orthorhombic
111,0.5,0.41836734693877575,0.3142857142857143,0.5844155844155844,1.0,0.31406258422542743,0.0,0.3970455056005262,0.54180994812167,0.19999999930000012,cubic
112,0.5,0.41836734693877575,0.3142857142857143,0.5844155844155844,0.18253968253968256,0.31406258422542743,0.4014494862560887,0.30220477611557683,0.5681794286342422,0.34999999965000006,orthorhombic
113,1.0,0.44897959183673486,0.3047619047619048,0.2142857142857143,0.6587301587301588,0.32272549925030214,1.0,0.2923129492128065,0.1170963007042311,0.4250000015750002,orthorhombic
114,1.0,0.44897959183673486,0.3047619047619048,0.2142857142857143,0.8571428571428574,0.32272549925030214,0.2512638440478221,0.5710362397777868,0.02044067436549213,0.0,orthorhombic
115,1.0,0.44897959183673486,0.3047619047619048,0.2142857142857143,0.6190476190476191,0.32272549925030214,0.24868416762228795,0.5184238561456596,0.015405225223306562,0.07500000192500011,orthorhombic
116,1.0,0.44897959183673486,0.3047619047619048,0.2142857142857143,0.4444444444444444,0.32272549925030214,0.28872750605375685,0.5012336702888804,0.015814984886014127,0.10000000139999998,orthorhombic
117,1.0,0.44897959183673486,0.3047619047619048,0.2142857142857143,0.09523809523809523,0.32272549925030214,0.6866085231475751,0.06746054934363599,0.5517111588452566,0.8250000001750002,orthorhombic
118,1.0,0.44897959183673486,0.3047619047619048,0.2142857142857143,0.11111111111111105,0.32272549925030214,0.6800059789978885,0.09384879311700711,0.47124786318668055,0.7750000012250005,orthorhombic
119,1.0,0.44897959183673486,0.3047619047619048,0.2142857142857143,0.0793650793650793,0.32272549925030214,0.8196093515209495,0.016031541036085173,0.7446906379532034,0.9250000015750004,cubic
120,1.0,0.44897959183673486,0.3047619047619048,0.2142857142857143,0.5793650793650795,0.32272549925030214,0.3418656498580752,0.45066936864262797,0.02323908772440708,0.17499999982500003,orthorhombic
121,1.0,0.44897959183673486,0.3047619047619048,0.2142857142857143,0.5634920634920637,0.32272549925030214,0.30837145964565993,0.5012336702888804,0.015814984886014127,0.10000000139999998,orthorhombic
122,1.0,0.44897959183673486,0.3047619047619048,0.2142857142857143,0.0793650793650793,0.32272549925030214,0.7250807637348395,0.028723956109129922,0.6919833635977479,0.8999999986000002,cubic
123,1.0,0.44897959183673486,0.3047619047619048,0.2142857142857143,0.7222222222222221,0.32272549925030214,0.20782700977574065,0.4842128442542428,0.01725826080288262,0.12500000087500007,orthorhombic
124,0.5,0.44897959183673486,0.3047619047619048,0.2142857142857143,0.15873015873015883,0.32272549925030214,0.3794158143487092,0.35385430558775033,0.5424808510486591,0.32500000017499997,orthorhombic
125,1.0,0.44897959183673486,0.3047619047619048,0.2142857142857143,0.10317460317460314,0.32272549925030214,0.6907490382899462,0.08059730654804698,0.5102815068607308,0.8000000007000003,orthorhombic
126,1.0,0.44897959183673486,0.3047619047619048,0.2142857142857143,0.5396825396825398,0.32272549925030214,0.5413385472031691,0.21853325719436167,0.20851342815528995,0.5499999989500002,orthorhombic
127,1.0,0.44897959183673486,0.3047619047619048,0.2142857142857143,0.8730158730158732,0.32272549925030214,0.35473798834272596,0.40156365158163165,0.03999300512617737,0.25000000175000014,orthorhombic
128,1.0,0.44897959183673486,0.3047619047619048,0.2142857142857143,0.13492063492063489,0.32272549925030214,0.624049743110441,0.13430687798757912,0.36719786489454154,0.6999999993000001,orthorhombic
129,1.0,0.44897959183673486,0.3047619047619048,0.2142857142857143,0.3571428571428572,0.32272549925030214,0.5713789617968015,0.45066936864262797,0.02323908772440708,0.17499999982500003,orthorhombic
130,1.0,0.44897959183673486,0.3047619047619048,0.2142857142857143,0.8412698412698416,0.32272549925030214,0.058835153017328334,0.3855083526907612,0.047684428663541445,0.275000001225,orthorhombic
131,1.0,0.44897959183673486,0.3047619047619048,0.2142857142857143,0.39682539682539697,0.32272549925030214,0.28199842458847524,0.33825125250275656,0.07727634355814966,0.34999999965000006,orthorhombic
132,1.0,0.44897959183673486,0.3047619047619048,0.2142857142857143,0.6428571428571428,0.32272549925030214,0.48215944818959633,0.5357859415194444,0.01603394967689359,0.050000002450000025,orthorhombic
133,0.5,0.44897959183673486,0.3047619047619048,0.2142857142857143,0.9761904761904765,0.32272549925030214,0.8310479729168625,0.2476390068931389,0.5963951673174229,0.5000000000000002,cubic
134,1.0,0.44897959183673486,0.3047619047619048,0.2142857142857143,0.6349206349206349,0.32272549925030214,0.32631404332457237,0.4842128442542428,0.01725826080288262,0.12500000087500007,orthorhombic
135,1.0,0.44897959183673486,0.3047619047619048,0.2142857142857143,0.9365079365079365,0.32272549925030214,0.3444271143130173,0.41777407359379337,0.033362021101857764,0.22500000227500006,orthorhombic
136,1.0,0.44897959183673486,0.3047619047619048,0.2142857142857143,0.8730158730158732,0.32272549925030214,0.3677577916857291,0.40156365158163165,0.03999300512617737,0.25000000175000014,orthorhombic
137,1.0,0.44897959183673486,0.3047619047619048,0.2142857142857143,0.753968253968254,0.32272549925030214,0.44462801131860674,0.27728375549240036,0.13277308118674747,0.45000000105000004,cubic
138,1.0,0.44897959183673486,0.3047619047619048,0.2142857142857143,0.2063492063492065,0.32272549925030214,0.44296637600220645,0.2923129492128065,0.1170963007042311,0.4250000015750002,orthorhombic
139,1.0,0.44897959183673486,0.3047619047619048,0.2142857142857143,0.05555555555555547,0.32272549925030214,0.7623430035271026,0.0034466901459109245,0.8007349168961779,0.9500000010500003,cubic
